"duplicate_group","sha256","image_count","is_cross_split","split","label","species","source_path","processed_path"
"273","fd415d83533b8ddca841ac4ee2463004f5cd49dfb514d63ff7f738032b1636a7","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000003_1.jpg","data\processed\train\edible\edible_000485.jpg"
"274","09bc0ec7c388a091ebcdae5c6f26f4945d353ff2805bd9b56437d86429d0d0c2","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000004_0.jpg","data\processed\train\edible\edible_000486.jpg"
"274","09bc0ec7c388a091ebcdae5c6f26f4945d353ff2805bd9b56437d86429d0d0c2","2","True","test","edible","Hericium_erinaceus","data\raw\splitted_dataset\test\edible\Hericium_erinaceus_000007_1.jpg","data\processed\test\edible\edible_000060.jpg"
"275","51f4e14dca2a18900b2eda6fda116a369e5eb50b9193f3c2abb072f9cbc9bb3d","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000004_1.jpg","data\processed\train\edible\edible_000487.jpg"
"275","51f4e14dca2a18900b2eda6fda116a369e5eb50b9193f3c2abb072f9cbc9bb3d","2","True","val","edible","Hericium_erinaceus","data\raw\splitted_dataset\val\edible\Hericium_erinaceus_000005_0.jpg","data\processed\val\edible\edible_000060.jpg"
"276","caf2ce84ee20510b37eacfea5e171396d8ae58fe6d87d60f45a7923dc91ae412","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000005_1.jpg","data\processed\train\edible\edible_000488.jpg"
"276","caf2ce84ee20510b37eacfea5e171396d8ae58fe6d87d60f45a7923dc91ae412","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000006_0.jpg","data\processed\train\edible\edible_000489.jpg"
"277","95a5608c545f1731f5fb59be5916bb7f4bca87cdd1922d126465f7f776395644","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000006_1.jpg","data\processed\train\edible\edible_000490.jpg"
"277","95a5608c545f1731f5fb59be5916bb7f4bca87cdd1922d126465f7f776395644","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000007_0.jpg","data\processed\train\edible\edible_000491.jpg"
"278","139046df461102dea5fdb82be445528caef664d5f4ec8649b9565c4c67cb6b1f","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000008_1.jpg","data\processed\train\edible\edible_000492.jpg"
"278","139046df461102dea5fdb82be445528caef664d5f4ec8649b9565c4c67cb6b1f","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000014_0.jpg","data\processed\train\edible\edible_000501.jpg"
"279","fca8e859ec6f172f94a03964e4dbda14d0e26dffe7a48c117a20956640abfbf1","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000009_0.jpg","data\processed\train\edible\edible_000493.jpg"
"279","fca8e859ec6f172f94a03964e4dbda14d0e26dffe7a48c117a20956640abfbf1","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000013_1.jpg","data\processed\train\edible\edible_000500.jpg"
"280","1ca22329bd6596cc88516b6647f705cda3bc3dc276a37588f1ecc0402208afa8","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000009_1.jpg","data\processed\train\edible\edible_000494.jpg"
"280","1ca22329bd6596cc88516b6647f705cda3bc3dc276a37588f1ecc0402208afa8","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000010_0.jpg","data\processed\train\edible\edible_000495.jpg"
"281","ce4c60bae228b46a62513f158d1db63d26a32064bba48d3c86c1eaa9ea5ddcd0","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000010_1.jpg","data\processed\train\edible\edible_000496.jpg"
"281","ce4c60bae228b46a62513f158d1db63d26a32064bba48d3c86c1eaa9ea5ddcd0","2","True","val","edible","Hericium_erinaceus","data\raw\splitted_dataset\val\edible\Hericium_erinaceus_000008_0.jpg","data\processed\val\edible\edible_000061.jpg"
"282","0c061fef2a30ec0ba5b1ba78a25780893f6c0b202e1e2334ee1d60cb48029989","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000011_1.png","data\processed\train\edible\edible_000497.jpg"
"282","0c061fef2a30ec0ba5b1ba78a25780893f6c0b202e1e2334ee1d60cb48029989","2","True","val","edible","Hericium_erinaceus","data\raw\splitted_dataset\val\edible\Hericium_erinaceus_000011_0.png","data\processed\val\edible\edible_000062.jpg"
"283","64af1124d0887b6d065e080e723db85f1dc81c30799b3b190e8f196ab9268f0a","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000012_0.jpg","data\processed\train\edible\edible_000498.jpg"
"283","64af1124d0887b6d065e080e723db85f1dc81c30799b3b190e8f196ab9268f0a","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000014_1.jpg","data\processed\train\edible\edible_000502.jpg"
"284","194c4241f119f2c6d954351f8cead7cdca435afef45de05557f7247b2ba85a59","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000012_1.png","data\processed\train\edible\edible_000499.jpg"
"284","194c4241f119f2c6d954351f8cead7cdca435afef45de05557f7247b2ba85a59","2","True","val","edible","Hericium_erinaceus","data\raw\splitted_dataset\val\edible\Hericium_erinaceus_000013_0.png","data\processed\val\edible\edible_000063.jpg"
"285","70ced76e9094610b0d994b095b68b599b21b08d162cda57633e34e66f88a51aa","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000015_0.jpg","data\processed\train\edible\edible_000503.jpg"
"285","70ced76e9094610b0d994b095b68b599b21b08d162cda57633e34e66f88a51aa","2","True","test","edible","Hericium_erinaceus","data\raw\splitted_dataset\test\edible\Hericium_erinaceus_000016_1.jpg","data\processed\test\edible\edible_000062.jpg"
"286","93ce5a8d08b0961176d639ad97e71ed15a6595d95ccfbcb6f331a12228beeb23","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000016_0.jpg","data\processed\train\edible\edible_000504.jpg"
"286","93ce5a8d08b0961176d639ad97e71ed15a6595d95ccfbcb6f331a12228beeb23","2","True","test","edible","Hericium_erinaceus","data\raw\splitted_dataset\test\edible\Hericium_erinaceus_000015_1.jpg","data\processed\test\edible\edible_000061.jpg"
"287","98bfc8fd48662ac883af1312bb2f8e8464d27a5fcdf400171c4e7730bb5ed8f6","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000017_0.jpg","data\processed\train\edible\edible_000505.jpg"
"287","98bfc8fd48662ac883af1312bb2f8e8464d27a5fcdf400171c4e7730bb5ed8f6","2","True","test","edible","Hericium_erinaceus","data\raw\splitted_dataset\test\edible\Hericium_erinaceus_000018_1.jpg","data\processed\test\edible\edible_000063.jpg"
"288","107af5a4d39299400b2b60d96aade03972570af4a747d85ec6c2562c80ba977c","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000017_1.jpg","data\processed\train\edible\edible_000506.jpg"
"288","107af5a4d39299400b2b60d96aade03972570af4a747d85ec6c2562c80ba977c","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000018_0.jpg","data\processed\train\edible\edible_000507.jpg"
"289","11c3b77e5f61092c3241b4160dcbcf50b967bad9955b06fa2b7c2cabc1f997fe","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000019_0.jpg","data\processed\train\edible\edible_000508.jpg"
"289","11c3b77e5f61092c3241b4160dcbcf50b967bad9955b06fa2b7c2cabc1f997fe","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000019_1.jpg","data\processed\train\edible\edible_000509.jpg"
"290","d59f2d97acb0224a096d746dec0e92b3a4a9c67bcdfa1b522a78ba6e55c32b42","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000020_0.jpg","data\processed\train\edible\edible_000510.jpg"
"290","d59f2d97acb0224a096d746dec0e92b3a4a9c67bcdfa1b522a78ba6e55c32b42","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000022_1.jpg","data\processed\train\edible\edible_000514.jpg"
"291","4e7d725f589e6e9f5477bee9b893b01e652e5b28c002ba17ee3504e63232445b","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000021_0.jpg","data\processed\train\edible\edible_000511.jpg"
"291","4e7d725f589e6e9f5477bee9b893b01e652e5b28c002ba17ee3504e63232445b","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000021_1.jpg","data\processed\train\edible\edible_000512.jpg"
"292","ab45f3b418141a2e764d42ee94f9c82076704519306df822972ef9351370f44f","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000022_0.jpg","data\processed\train\edible\edible_000513.jpg"
"292","ab45f3b418141a2e764d42ee94f9c82076704519306df822972ef9351370f44f","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000023_1.jpg","data\processed\train\edible\edible_000515.jpg"
"293","51f1e0bba2b71e742d8e2fdcf813134fc625ca28a8c8cfbae240f1fd0ebc5dd1","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000024_0.jpg","data\processed\train\edible\edible_000516.jpg"
"293","51f1e0bba2b71e742d8e2fdcf813134fc625ca28a8c8cfbae240f1fd0ebc5dd1","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000026_1.jpg","data\processed\train\edible\edible_000519.jpg"
"294","aca35bb4fb713fa8d7da720e760b7b52db9e001b2576346b72b2d7172c6b72c0","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000024_1.png","data\processed\train\edible\edible_000517.jpg"
"294","aca35bb4fb713fa8d7da720e760b7b52db9e001b2576346b72b2d7172c6b72c0","2","True","test","edible","Hericium_erinaceus","data\raw\splitted_dataset\test\edible\Hericium_erinaceus_000023_0.png","data\processed\test\edible\edible_000064.jpg"
"295","f40bf700eb86511eb25d5b61497b4837295e8dfb38045299e0b905aa80518384","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000025_1.jpg","data\processed\train\edible\edible_000518.jpg"
"295","f40bf700eb86511eb25d5b61497b4837295e8dfb38045299e0b905aa80518384","2","True","test","edible","Hericium_erinaceus","data\raw\splitted_dataset\test\edible\Hericium_erinaceus_000026_0.jpg","data\processed\test\edible\edible_000065.jpg"
"296","13bcbc655fbb322c2e2e25aea66b2dae0ad3d11cbe23c8bdc4611c26712c0429","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000027_0.png","data\processed\train\edible\edible_000520.jpg"
"296","13bcbc655fbb322c2e2e25aea66b2dae0ad3d11cbe23c8bdc4611c26712c0429","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000030_1.png","data\processed\train\edible\edible_000527.jpg"
"297","00d680535fb8ccb7697b818747b5e139c94856934d6a5e38f5a37eff97ead2b4","2","True","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000027_1.jpg","data\processed\train\edible\edible_000521.jpg"
"297","00d680535fb8ccb7697b818747b5e139c94856934d6a5e38f5a37eff97ead2b4","2","True","val","edible","Hericium_erinaceus","data\raw\splitted_dataset\val\edible\Hericium_erinaceus_000025_0.jpg","data\processed\val\edible\edible_000065.jpg"
"298","bd01409c7375f257e5a8891d8b8b00677096ac8a8744832afe5687ecd42f4230","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000029_0.jpg","data\processed\train\edible\edible_000524.jpg"
"298","bd01409c7375f257e5a8891d8b8b00677096ac8a8744832afe5687ecd42f4230","2","False","train","edible","Hericium_erinaceus","data\raw\splitted_dataset\train\edible\Hericium_erinaceus_000029_1.jpg","data\processed\train\edible\edible_000525.jpg"
"299","054a1ad4518b5ccd331e749f9e250d16f298a8da00e86a95ce11e31fd6343cd3","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000001_0.jpg","data\processed\train\edible\edible_000528.jpg"
"299","054a1ad4518b5ccd331e749f9e250d16f298a8da00e86a95ce11e31fd6343cd3","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000001_1.jpg","data\processed\train\edible\edible_000529.jpg"
"300","d4320ef8d019930c343a9ebe29eff8bfac2e0e858efd0f78c670605eee465523","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000002_0.jpg","data\processed\train\edible\edible_000530.jpg"
"300","d4320ef8d019930c343a9ebe29eff8bfac2e0e858efd0f78c670605eee465523","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000002_1.jpg","data\processed\train\edible\edible_000531.jpg"
"301","8142ef437adda736f72fe779d96acdb20f89fb02d857e96272acc08bc1e91785","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000003_0.jpg","data\processed\train\edible\edible_000532.jpg"
"301","8142ef437adda736f72fe779d96acdb20f89fb02d857e96272acc08bc1e91785","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000003_1.jpg","data\processed\train\edible\edible_000533.jpg"
"302","5992299a2778e120d1d6dd229b1f4fc856fdc0415323f9d485c0256dee472b15","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000004_0.jpg","data\processed\train\edible\edible_000534.jpg"
"302","5992299a2778e120d1d6dd229b1f4fc856fdc0415323f9d485c0256dee472b15","2","True","val","edible","Hydnum_repandum","data\raw\splitted_dataset\val\edible\Hydnum_repandum_000004_1.jpg","data\processed\val\edible\edible_000066.jpg"
"303","e71a1ab823cb568246c09b1937d2bf934409c250144e473217a6efe3a3dfeeb1","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000005_0.jpg","data\processed\train\edible\edible_000535.jpg"
"303","e71a1ab823cb568246c09b1937d2bf934409c250144e473217a6efe3a3dfeeb1","2","True","val","edible","Hydnum_repandum","data\raw\splitted_dataset\val\edible\Hydnum_repandum_000009_1.jpg","data\processed\val\edible\edible_000067.jpg"
"304","6dea2322151385ff0dd795f0c1b1617839b367c13bc726972cfc71ebbcc1b7bc","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000005_1.jpg","data\processed\train\edible\edible_000536.jpg"
"304","6dea2322151385ff0dd795f0c1b1617839b367c13bc726972cfc71ebbcc1b7bc","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000010_0.jpg","data\processed\train\edible\edible_000544.jpg"
"305","5659c969f00f42ed80487e96a34c04a42b98a8a12e916ffff3232ecefa2e5382","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000006_0.jpg","data\processed\train\edible\edible_000537.jpg"
"305","5659c969f00f42ed80487e96a34c04a42b98a8a12e916ffff3232ecefa2e5382","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000011_1.jpg","data\processed\train\edible\edible_000546.jpg"
"306","2ad53224fbc315157e6a619c0292e34a1389612a58671aff300767a503eebb9d","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000006_1.jpg","data\processed\train\edible\edible_000538.jpg"
"306","2ad53224fbc315157e6a619c0292e34a1389612a58671aff300767a503eebb9d","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000009_0.jpg","data\processed\train\edible\edible_000543.jpg"
"307","c882d16e3550abcfca9cef849445050c168c7719a1554ee688d536a1b42e38ed","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000007_0.png","data\processed\train\edible\edible_000539.jpg"
"307","c882d16e3550abcfca9cef849445050c168c7719a1554ee688d536a1b42e38ed","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000013_1.png","data\processed\train\edible\edible_000549.jpg"
"308","b0f0082d92bd63933d96498c7b278167af710160480347628ae28b6d5aaa865d","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000007_1.jpg","data\processed\train\edible\edible_000540.jpg"
"308","b0f0082d92bd63933d96498c7b278167af710160480347628ae28b6d5aaa865d","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000008_0.jpg","data\processed\train\edible\edible_000541.jpg"
"309","b9c42c177fe6d87758f14bb56f7479bdcfb7032e048572545c2fec09274966dc","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000008_1.jpg","data\processed\train\edible\edible_000542.jpg"
"309","b9c42c177fe6d87758f14bb56f7479bdcfb7032e048572545c2fec09274966dc","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000012_0.jpg","data\processed\train\edible\edible_000547.jpg"
"310","95d35bb22f888ca3096e8d14129621903b0254355d30239cd8296fffb5082001","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000011_0.jpg","data\processed\train\edible\edible_000545.jpg"
"310","95d35bb22f888ca3096e8d14129621903b0254355d30239cd8296fffb5082001","2","True","val","edible","Hydnum_repandum","data\raw\splitted_dataset\val\edible\Hydnum_repandum_000010_1.jpg","data\processed\val\edible\edible_000068.jpg"
"311","2b6b97cb4779b20bb6a54773db26f9e7cc05c3e88a28219c8a41a468f6514a02","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000012_1.jpg","data\processed\train\edible\edible_000548.jpg"
"311","2b6b97cb4779b20bb6a54773db26f9e7cc05c3e88a28219c8a41a468f6514a02","2","True","val","edible","Hydnum_repandum","data\raw\splitted_dataset\val\edible\Hydnum_repandum_000013_0.jpg","data\processed\val\edible\edible_000069.jpg"
"312","666ce1677257374b951913bbe57c626fd53a13a755374c7168da655989a88cb1","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000014_1.jpg","data\processed\train\edible\edible_000550.jpg"
"312","666ce1677257374b951913bbe57c626fd53a13a755374c7168da655989a88cb1","2","True","test","edible","Hydnum_repandum","data\raw\splitted_dataset\test\edible\Hydnum_repandum_000017_0.jpg","data\processed\test\edible\edible_000067.jpg"
"313","80cb61e09ef3918731290c43a60483170f42336fa052a0061d48c6d95f329dec","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000015_0.jpg","data\processed\train\edible\edible_000551.jpg"
"313","80cb61e09ef3918731290c43a60483170f42336fa052a0061d48c6d95f329dec","2","True","val","edible","Hydnum_repandum","data\raw\splitted_dataset\val\edible\Hydnum_repandum_000016_1.jpg","data\processed\val\edible\edible_000071.jpg"
"314","47558635a1165146a37c2944526509247bdd81723d5f793ce6e064530b0664f7","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000016_0.jpg","data\processed\train\edible\edible_000552.jpg"
"314","47558635a1165146a37c2944526509247bdd81723d5f793ce6e064530b0664f7","2","True","val","edible","Hydnum_repandum","data\raw\splitted_dataset\val\edible\Hydnum_repandum_000015_1.jpg","data\processed\val\edible\edible_000070.jpg"
"315","73ae7787eb7f451e10fe20fc11f29ccb463b8c31833e1e071055501290430c83","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000017_1.jpg","data\processed\train\edible\edible_000553.jpg"
"315","73ae7787eb7f451e10fe20fc11f29ccb463b8c31833e1e071055501290430c83","2","True","test","edible","Hydnum_repandum","data\raw\splitted_dataset\test\edible\Hydnum_repandum_000014_0.jpg","data\processed\test\edible\edible_000066.jpg"
"316","59b3178a233b2a44ecc96557dbb9a6d0b392a3e3b3f4c4ad7158545162f52e43","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000018_0.jpg","data\processed\train\edible\edible_000554.jpg"
"316","59b3178a233b2a44ecc96557dbb9a6d0b392a3e3b3f4c4ad7158545162f52e43","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000018_1.jpg","data\processed\train\edible\edible_000555.jpg"
"317","5deedb8a8d7bea466e71841222286de0d531243b740103bf4c2502916aa90dfe","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000019_0.jpg","data\processed\train\edible\edible_000556.jpg"
"317","5deedb8a8d7bea466e71841222286de0d531243b740103bf4c2502916aa90dfe","2","True","test","edible","Hydnum_repandum","data\raw\splitted_dataset\test\edible\Hydnum_repandum_000019_1.jpg","data\processed\test\edible\edible_000068.jpg"
"318","fac4c71a54ed832654738b089365eca245a20e74e196699e634ac24dd434e739","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000020_0.jpg","data\processed\train\edible\edible_000557.jpg"
"318","fac4c71a54ed832654738b089365eca245a20e74e196699e634ac24dd434e739","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000020_1.jpg","data\processed\train\edible\edible_000558.jpg"
"319","962e56eeeafada8e57cf2ca4396230a03e044f25d55dcf2971cbdd5388ee9d45","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000021_1.jpg","data\processed\train\edible\edible_000559.jpg"
"319","962e56eeeafada8e57cf2ca4396230a03e044f25d55dcf2971cbdd5388ee9d45","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000024_0.jpg","data\processed\train\edible\edible_000563.jpg"
"320","7ff804caca880eb219fe23ea7fa35fdaf0a7733bfa3308ae0522f89fca141bcd","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000022_1.jpg","data\processed\train\edible\edible_000560.jpg"
"320","7ff804caca880eb219fe23ea7fa35fdaf0a7733bfa3308ae0522f89fca141bcd","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000023_0.jpg","data\processed\train\edible\edible_000561.jpg"
"321","f93394f880e7549aa52565b6f300d5204ce195962973d48307a959b74c643a02","2","True","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000023_1.jpg","data\processed\train\edible\edible_000562.jpg"
"321","f93394f880e7549aa52565b6f300d5204ce195962973d48307a959b74c643a02","2","True","test","edible","Hydnum_repandum","data\raw\splitted_dataset\test\edible\Hydnum_repandum_000021_0.jpg","data\processed\test\edible\edible_000069.jpg"
"322","38165f230d01d6306e29faff4948ccc94ed60131e3c74ae11e0ccb86d25b8d43","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000025_0.jpg","data\processed\train\edible\edible_000564.jpg"
"322","38165f230d01d6306e29faff4948ccc94ed60131e3c74ae11e0ccb86d25b8d43","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000026_1.jpg","data\processed\train\edible\edible_000567.jpg"
"323","9b3b93a4d9b76ad53003979fb249561b342c8a5ebc7e97f7128c4f34189c5440","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000025_1.jpg","data\processed\train\edible\edible_000565.jpg"
"323","9b3b93a4d9b76ad53003979fb249561b342c8a5ebc7e97f7128c4f34189c5440","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000027_0.jpg","data\processed\train\edible\edible_000568.jpg"
"324","4c381de634bfabadb37ea61fc4fc9470a93a65a2f0d3f9f371145b884543da80","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000026_0.jpg","data\processed\train\edible\edible_000566.jpg"
"324","4c381de634bfabadb37ea61fc4fc9470a93a65a2f0d3f9f371145b884543da80","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000027_1.jpg","data\processed\train\edible\edible_000569.jpg"
"325","b143736d503b19565dbf3c96054d78f69713b3acd1be55e1b54e499349bbbc31","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000028_0.jpg","data\processed\train\edible\edible_000570.jpg"
"325","b143736d503b19565dbf3c96054d78f69713b3acd1be55e1b54e499349bbbc31","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000029_1.jpg","data\processed\train\edible\edible_000573.jpg"
"326","ead53c74e67ebb143144ba442bdfcc919f0adf6b088ce45225f99c3a7c1f26e2","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000029_0.jpg","data\processed\train\edible\edible_000572.jpg"
"326","ead53c74e67ebb143144ba442bdfcc919f0adf6b088ce45225f99c3a7c1f26e2","2","False","train","edible","Hydnum_repandum","data\raw\splitted_dataset\train\edible\Hydnum_repandum_000030_1.jpg","data\processed\train\edible\edible_000575.jpg"
"327","8863cb23c31159b26495308e367653653dcd2066cadd4f61b7096db1f2677333","2","False","train","edible","Lentinula_edodes","data\raw\splitted_dataset\train\edible\Lentinula_edodes_000001_0.jpg","data\processed\train\edible\edible_000576.jpg"
"327","8863cb23c31159b26495308e367653653dcd2066cadd4f61b7096db1f2677333","2","False","train","edible","Lentinula_edodes","data\raw\splitted_dataset\train\edible\Lentinula_edodes_000001_1.jpg","data\processed\train\edible\edible_000577.jpg"
"328","6d9a77e41aa1c4f3594a8e2fc8883c57a051d7b14eed3037fc5926749461c663","2","True","train","edible","Lentinula_edodes","data\raw\splitted_dataset\train\edible\Lentinula_edodes_000002_1.jpg","data\processed\train\edible\edible_000578.jpg"
"328","6d9a77e41aa1c4f3594a8e2fc8883c57a051d7b14eed3037fc5926749461c663","2","True","test","edible","Lentinula_edodes","data\raw\splitted_dataset\test\edible\Lentinula_edodes_000002_0.jpg","data\processed\test\edible\edible_000072.jpg"
"329","52f6e16617de8da0fc8c4232ca220a98b83e2130b515684376c58885640bb59c","2","True","train","edible","Lentinula_edodes","data\raw\splitted_dataset\train\edible\Lentinula_edodes_000003_1.jpg","data\processed\train\edible\edible_000579.jpg"
"329","52f6e16617de8da0fc8c4232ca220a98b83e2130b515684376c58885640bb59c","2","True","val","edible","Lentinula_edodes","data\raw\splitted_dataset\val\edible\Lentinula_edodes_000003_0.jpg","data\processed\val\edible\edible_000072.jpg"
